"id","surgerytimestamp","species","name","tl","sl","weight","sex","firstposition","lastposition"
2132,2014-06-13 00:00:00.000,1,Scaled carp,538.0,443.0,2781.0,?,2014-06-13 00:00:00.000,2014-06-29 00:00:00.000
2139,2014-06-13 00:00:00.000,2,Mirror carp,434.0,365.0,1597.0,?,2014-06-14 00:00:00.000,2014-07-15 00:00:00.000
2113,2014-06-13 00:00:00.000,1,Scaled carp,559.0,565.0,2927.0,?,2014-06-14 00:00:00.000,2014-06-22 00:00:00.000
2112,2014-06-13 00:00:00.000,1,Scaled carp,406.0,325.0,945.0,?,2014-06-14 00:00:00.000,2014-07-24 00:00:00.000
2141,2014-06-13 00:00:00.000,1,Scaled carp,529.0,444.0,2452.0,?,2014-06-14 00:00:00.000,2014-06-25 00:00:00.000
2143,2014-06-13 00:00:00.000,1,Scaled carp,422.0,357.0,1275.0,?,2014-06-24 00:00:00.000,2014-06-25 00:00:00.000
2124,2014-06-13 00:00:00.000,1,Scaled carp,615.0,527.0,2596.0,?,2014-06-13 00:00:00.000,2014-09-26 00:00:00.000
2137,2014-06-13 00:00:00.000,1,Scaled carp,535.0,445.0,2721.0,?,2014-06-13 00:00:00.000,2016-03-31 00:00:00.000
2134,2014-06-13 00:00:00.000,1,Scaled carp,653.0,545.0,4327.0,?,2014-06-13 00:00:00.000,2014-06-21 00:00:00.000
2125,2014-06-13 00:00:00.000,2,Mirror carp,722.0,614.0,6934.0,?,2014-06-13 00:00:00.000,2014-10-04 00:00:00.000
2140,2014-06-13 00:00:00.000,2,Mirror carp,466.0,393.0,1743.0,?,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000
2118,2014-06-13 00:00:00.000,2,Mirror carp,519.0,431.0,2731.0,?,2014-06-13 00:00:00.000,2014-10-22 00:00:00.000
2131,2014-06-13 00:00:00.000,2,Mirror carp,569.0,477.0,2644.0,?,2014-06-13 00:00:00.000,2014-07-17 00:00:00.000
2126,2014-06-13 00:00:00.000,1,Scaled carp,674.0,573.0,5596.0,?,2014-06-13 00:00:00.000,2016-03-31 00:00:00.000
2122,2014-06-13 00:00:00.000,1,Scaled carp,629.0,525.0,3903.0,?,2014-06-13 00:00:00.000,2016-03-31 00:00:00.000
2120,2014-06-13 00:00:00.000,1,Scaled carp,565.0,482.0,3292.0,?,2014-06-13 00:00:00.000,2014-06-28 00:00:00.000
2128,2014-06-13 00:00:00.000,1,Scaled carp,653.0,553.0,4429.0,?,2014-06-13 00:00:00.000,2015-04-25 00:00:00.000
2129,2014-06-13 00:00:00.000,1,Scaled carp,602.0,505.0,2497.0,?,2014-06-13 00:00:00.000,2014-06-25 00:00:00.000
2116,2014-06-13 00:00:00.000,2,Mirror carp,553.0,462.0,3597.0,?,2014-06-13 00:00:00.000,2014-07-03 00:00:00.000
2130,2014-06-13 00:00:00.000,1,Scaled carp,688.0,589.0,5159.0,?,2014-06-13 00:00:00.000,2015-08-16 00:00:00.000
2111,2014-06-13 00:00:00.000,1,Scaled carp,450.0,382.0,1294.0,?,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000
2138,2014-06-13 00:00:00.000,1,Scaled carp,584.0,498.0,2904.0,?,2014-06-13 00:00:00.000,2014-06-19 00:00:00.000
2142,2014-06-13 00:00:00.000,1,Scaled carp,623.0,524.0,4083.0,?,2014-06-13 00:00:00.000,2016-03-31 00:00:00.000
2135,2014-06-13 00:00:00.000,1,Scaled carp,628.0,523.0,4028.0,?,2014-06-13 00:00:00.000,2016-03-31 00:00:00.000
2505,2014-07-10 00:00:00.000,3,Catfish,1363.0,1244.0,19250.0,?,2014-07-10 00:00:00.000,2016-03-31 00:00:00.000
2504,2014-07-10 00:00:00.000,3,Catfish,1200.0,1130.0,12100.0,?,2014-07-10 00:00:00.000,2016-03-31 00:00:00.000
2501,2014-07-10 00:00:00.000,3,Catfish,823.0,767.0,3530.0,?,2014-07-10 00:00:00.000,2016-03-31 00:00:00.000
2502,2014-07-10 00:00:00.000,3,Catfish,702.0,647.0,2150.0,?,2014-07-11 00:00:00.000,2018-07-15 00:00:00.000
2503,2014-07-10 00:00:00.000,3,Catfish,834.0,765.0,3310.0,?,2014-07-12 00:00:00.000,2015-08-18 00:00:00.000
273,2014-07-17 00:00:00.000,6,Tench,439.0,358.0,953.0,"",2014-07-17 00:00:00.000,2014-08-02 00:00:00.000
275,2014-07-17 00:00:00.000,6,Tench,441.0,344.0,903.0,"",2014-07-17 00:00:00.000,2016-03-31 00:00:00.000
264,2014-07-17 00:00:00.000,6,Tench,385.0,331.0,892.0,"",2014-07-17 00:00:00.000,2014-09-22 00:00:00.000
265,2014-07-17 00:00:00.000,6,Tench,400.0,326.0,906.0,"",2014-07-17 00:00:00.000,2014-08-25 00:00:00.000
262,2014-07-17 00:00:00.000,6,Tench,376.0,309.0,803.0,"",2014-07-18 00:00:00.000,2016-03-31 00:00:00.000
271,2014-07-17 00:00:00.000,6,Tench,433.0,354.0,1318.0,"",2014-07-18 00:00:00.000,2015-07-06 00:00:00.000
261,2014-07-17 00:00:00.000,6,Tench,371.0,304.0,736.0,"",2014-07-18 00:00:00.000,2016-03-31 00:00:00.000
269,2014-07-17 00:00:00.000,6,Tench,428.0,361.0,1078.0,"",2014-07-19 00:00:00.000,2014-09-02 00:00:00.000
2506,2014-08-04 00:00:00.000,3,Catfish,934.0,889.0,5270.0,?,2014-08-06 00:00:00.000,2016-03-31 00:00:00.000
2507,2014-08-04 00:00:00.000,3,Catfish,1516.0,1410.0,18310.0,?,2014-08-08 00:00:00.000,2018-07-16 00:00:00.000
274,2014-08-07 00:00:00.000,6,Tench,440.0,359.0,1034.0,"",2014-08-14 00:00:00.000,2016-03-17 00:00:00.000
289,2014-08-14 00:00:00.000,6,Tench,477.0,404.0,1949.0,"",2014-08-14 00:00:00.000,2015-09-12 00:00:00.000
288,2014-08-14 00:00:00.000,6,Tench,476.0,399.0,2099.0,"",2014-08-14 00:00:00.000,2016-03-09 00:00:00.000
266,2014-08-14 00:00:00.000,6,Tench,404.0,341.0,1024.0,"",2014-08-15 00:00:00.000,2015-04-24 00:00:00.000
267,2014-08-14 00:00:00.000,6,Tench,408.0,335.0,1028.0,"",2014-08-15 00:00:00.000,2015-02-21 00:00:00.000
270,2014-08-14 00:00:00.000,6,Tench,430.0,371.0,1240.0,"",2014-08-14 00:00:00.000,2015-04-25 00:00:00.000
279,2014-08-14 00:00:00.000,6,Tench,455.0,376.0,1506.0,"",2014-08-14 00:00:00.000,2016-03-31 00:00:00.000
290,2014-08-14 00:00:00.000,6,Tench,478.0,400.0,1783.0,"",2014-08-14 00:00:00.000,2015-09-06 00:00:00.000
2508,2014-08-14 00:00:00.000,3,Catfish,1126.0,1047.0,8324.0,?,2014-08-14 00:00:00.000,2018-04-29 00:00:00.000
295,2014-08-14 00:00:00.000,6,Tench,501.0,424.0,1850.0,"",2014-08-14 00:00:00.000,2015-06-08 00:00:00.000
272,2014-08-14 00:00:00.000,6,Tench,434.0,370.0,1185.0,"",2014-08-15 00:00:00.000,2015-07-25 00:00:00.000
282,2014-08-19 00:00:00.000,6,Tench,465.0,387.0,1399.0,"",2014-08-19 00:00:00.000,2016-03-31 00:00:00.000
294,2014-08-19 00:00:00.000,6,Tench,501.0,420.0,1763.0,"",2014-08-19 00:00:00.000,2015-07-23 00:00:00.000
2510,2014-08-25 00:00:00.000,3,Catfish,1092.0,1012.0,7553.0,?,2014-08-25 00:00:00.000,2018-08-27 00:00:00.000
2509,2014-08-25 00:00:00.000,3,Catfish,1474.0,1364.0,24982.0,?,2014-08-25 00:00:00.000,2018-07-02 00:00:00.000
2511,2014-08-25 00:00:00.000,3,Catfish,1126.0,1053.0,7541.0,?,2014-08-25 00:00:00.000,2018-08-31 00:00:00.000
2512,2014-08-25 00:00:00.000,3,Catfish,1154.0,1074.0,8466.0,?,2014-08-25 00:00:00.000,2016-03-31 00:00:00.000
281,2014-08-26 00:00:00.000,6,Tench,456.0,374.0,1477.0,"",2014-08-26 00:00:00.000,2014-08-30 00:00:00.000
291,2014-08-26 00:00:00.000,6,Tench,481.0,406.0,1954.0,"",2014-08-26 00:00:00.000,2016-03-31 00:00:00.000
287,2014-08-26 00:00:00.000,6,Tench,476.0,402.0,1585.0,"",2014-08-26 00:00:00.000,2014-10-16 00:00:00.000
293,2014-08-26 00:00:00.000,6,Tench,498.0,415.0,1863.0,"",2014-08-26 00:00:00.000,2016-03-31 00:00:00.000
284,2014-08-26 00:00:00.000,6,Tench,467.0,391.0,1552.0,"",2014-08-26 00:00:00.000,2015-09-19 00:00:00.000
278,2014-08-26 00:00:00.000,6,Tench,451.0,382.0,1349.0,"",2014-08-26 00:00:00.000,2016-03-30 00:00:00.000
268,2014-08-26 00:00:00.000,6,Tench,422.0,356.0,1177.0,"",2014-08-26 00:00:00.000,2016-03-31 00:00:00.000
286,2014-08-26 00:00:00.000,6,Tench,472.0,399.0,1668.0,"",2014-08-26 00:00:00.000,2014-08-31 00:00:00.000
277,2014-08-26 00:00:00.000,6,Tench,450.0,373.0,1309.0,"",2014-08-26 00:00:00.000,2016-03-31 00:00:00.000
283,2014-08-26 00:00:00.000,6,Tench,466.0,394.0,1258.0,"",2014-08-27 00:00:00.000,2016-03-31 00:00:00.000
276,2014-08-26 00:00:00.000,6,Tench,446.0,372.0,1456.0,"",2014-08-27 00:00:00.000,2016-03-17 00:00:00.000
263,2014-08-26 00:00:00.000,6,Tench,380.0,322.0,846.0,"",2014-08-27 00:00:00.000,2015-08-14 00:00:00.000
296,2014-08-26 00:00:00.000,6,Tench,508.0,426.0,1950.0,"",2014-08-27 00:00:00.000,2016-03-31 00:00:00.000
297,2014-09-03 00:00:00.000,6,Tench,523.0,427.0,1777.0,"",2014-08-28 00:00:00.000,2016-03-31 00:00:00.000
2164,2014-09-05 00:00:00.000,1,Scaled carp,696.0,599.0,5020.0,?,2014-09-05 00:00:00.000,2018-06-12 00:00:00.000
2156,2014-09-05 00:00:00.000,1,Scaled carp,550.0,465.0,2810.0,?,2014-09-05 00:00:00.000,2015-05-04 00:00:00.000
2152,2014-09-05 00:00:00.000,1,Scaled carp,550.0,472.0,2633.0,?,2014-09-05 00:00:00.000,2016-03-31 00:00:00.000
2149,2014-09-05 00:00:00.000,1,Scaled carp,477.0,395.0,1770.0,?,2014-09-05 00:00:00.000,2014-09-26 00:00:00.000
2147,2014-09-05 00:00:00.000,1,Scaled carp,540.0,455.0,2410.0,?,2014-09-05 00:00:00.000,2014-09-26 00:00:00.000
2166,2014-09-05 00:00:00.000,1,Scaled carp,486.0,411.0,1840.0,?,2014-09-05 00:00:00.000,2015-03-31 00:00:00.000
2167,2014-09-05 00:00:00.000,1,Scaled carp,470.0,395.0,1700.0,?,2014-09-05 00:00:00.000,2015-04-07 00:00:00.000
2148,2014-09-05 00:00:00.000,1,Scaled carp,535.0,453.0,2230.0,?,2014-09-05 00:00:00.000,2014-09-15 00:00:00.000
2162,2014-09-05 00:00:00.000,1,Scaled carp,505.0,435.0,2130.0,?,2014-09-06 00:00:00.000,2015-04-27 00:00:00.000
2161,2014-09-05 00:00:00.000,1,Scaled carp,456.0,331.0,1350.0,?,2014-09-05 00:00:00.000,2014-09-26 00:00:00.000
2169,2014-09-05 00:00:00.000,1,Scaled carp,510.0,432.0,1760.0,?,2014-09-05 00:00:00.000,2016-03-31 00:00:00.000
2154,2014-09-05 00:00:00.000,1,Scaled carp,437.0,365.0,1250.0,?,2014-09-05 00:00:00.000,2016-03-31 00:00:00.000
2158,2014-09-05 00:00:00.000,1,Scaled carp,460.0,393.0,1470.0,?,2014-09-05 00:00:00.000,2014-09-11 00:00:00.000
2150,2014-09-05 00:00:00.000,1,Scaled carp,460.0,387.0,1630.0,?,2014-09-05 00:00:00.000,2014-09-13 00:00:00.000
2168,2014-09-05 00:00:00.000,1,Scaled carp,430.0,360.0,1171.0,?,2014-07-03 00:00:00.000,2016-03-31 00:00:00.000
2157,2014-09-05 00:00:00.000,1,Scaled carp,670.0,579.0,4750.0,?,2014-07-14 00:00:00.000,2014-09-11 00:00:00.000
2159,2014-09-05 00:00:00.000,1,Scaled carp,499.0,425.0,2100.0,?,2014-07-14 00:00:00.000,2016-01-26 00:00:00.000
2155,2014-09-05 00:00:00.000,1,Scaled carp,576.0,488.0,2680.0,?,2014-07-14 00:00:00.000,2014-09-16 00:00:00.000
2151,2014-09-05 00:00:00.000,1,Scaled carp,707.0,599.0,5872.0,?,2014-07-14 00:00:00.000,2015-04-24 00:00:00.000
2153,2014-09-05 00:00:00.000,1,Scaled carp,464.0,388.0,1650.0,?,,
2163,2014-09-05 00:00:00.000,1,Scaled carp,474.0,406.0,1530.0,?,2014-09-05 00:00:00.000,2015-04-28 00:00:00.000
2160,2014-09-05 00:00:00.000,1,Scaled carp,445.0,379.0,1520.0,?,2014-09-05 00:00:00.000,2014-09-17 00:00:00.000
2165,2014-09-05 00:00:00.000,1,Scaled carp,520.0,426.0,2210.0,?,2014-09-05 00:00:00.000,2014-09-16 00:00:00.000
2170,2014-09-05 00:00:00.000,1,Scaled carp,455.0,382.0,1850.0,?,2014-09-05 00:00:00.000,2016-03-31 00:00:00.000
285,2014-09-10 00:00:00.000,6,Tench,472.0,401.0,1459.0,"",2014-08-28 00:00:00.000,2015-09-01 00:00:00.000
292,2014-09-16 00:00:00.000,6,Tench,487.0,404.0,1530.0,"",2014-08-28 00:00:00.000,2016-03-27 00:00:00.000
280,2014-09-17 00:00:00.000,6,Tench,456.0,377.0,1142.0,"",2014-09-17 00:00:00.000,2015-07-15 00:00:00.000
2517,2014-09-30 00:00:00.000,3,Catfish,1322.0,1239.0,15550.0,?,2014-09-30 00:00:00.000,2016-03-31 00:00:00.000
2514,2014-09-30 00:00:00.000,3,Catfish,1663.0,1543.0,25280.0,?,2014-09-30 00:00:00.000,2016-03-31 00:00:00.000
2515,2014-09-30 00:00:00.000,3,Catfish,1495.0,1424.0,19440.0,?,2014-09-30 00:00:00.000,2018-11-14 00:00:00.000
2516,2014-09-30 00:00:00.000,3,Catfish,1552.0,1447.0,26340.0,?,2014-10-01 00:00:00.000,2018-07-24 00:00:00.000
2513,2014-09-30 00:00:00.000,3,Catfish,1353.0,1275.0,16870.0,?,2014-10-01 00:00:00.000,2018-10-19 00:00:00.000
2175,2014-10-13 00:00:00.000,2,Mirror carp,500.0,410.0,3409.0,?,2014-10-13 00:00:00.000,2014-10-26 00:00:00.000
2173,2014-10-13 00:00:00.000,2,Mirror carp,545.0,462.0,3440.0,?,2014-10-13 00:00:00.000,2015-08-25 00:00:00.000
2177,2014-10-13 00:00:00.000,2,Mirror carp,463.0,382.0,2398.0,?,2014-10-13 00:00:00.000,2015-05-13 00:00:00.000
2172,2014-10-13 00:00:00.000,2,Mirror carp,499.0,422.0,2898.0,?,2014-10-13 00:00:00.000,2014-10-23 00:00:00.000
2171,2014-10-13 00:00:00.000,2,Mirror carp,518.0,415.0,3400.0,?,2014-10-13 00:00:00.000,2014-11-03 00:00:00.000
2176,2014-10-13 00:00:00.000,2,Mirror carp,480.0,405.0,2619.0,?,2014-10-13 00:00:00.000,2014-10-30 00:00:00.000
2174,2014-10-13 00:00:00.000,2,Mirror carp,458.0,385.0,2230.0,?,2014-10-13 00:00:00.000,2016-03-31 00:00:00.000
2001,2014-10-28 00:00:00.000,4,Perch,335.0,294.0,605.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2024,2014-10-28 00:00:00.000,4,Perch,368.0,320.0,713.0,"",2014-10-29 00:00:00.000,2016-01-28 00:00:00.000
2010,2014-10-28 00:00:00.000,4,Perch,361.0,311.0,752.0,"",2014-10-29 00:00:00.000,2015-08-25 00:00:00.000
2002,2014-10-28 00:00:00.000,4,Perch,395.0,348.0,890.0,"",2014-10-29 00:00:00.000,2015-08-25 00:00:00.000
2012,2014-10-28 00:00:00.000,4,Perch,404.0,355.0,809.0,"",2014-10-29 00:00:00.000,2015-06-25 00:00:00.000
2015,2014-10-28 00:00:00.000,4,Perch,364.0,321.0,827.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2005,2014-10-28 00:00:00.000,4,Perch,380.0,335.0,751.0,"",2014-10-29 00:00:00.000,2015-05-03 00:00:00.000
2003,2014-10-28 00:00:00.000,4,Perch,378.0,331.0,829.0,"",2014-10-29 00:00:00.000,2015-08-25 00:00:00.000
2013,2014-10-28 00:00:00.000,4,Perch,397.0,350.0,942.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2023,2014-10-28 00:00:00.000,4,Perch,368.0,323.0,702.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2019,2014-10-28 00:00:00.000,4,Perch,431.0,377.0,1187.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2011,2014-10-28 00:00:00.000,4,Perch,389.0,340.0,755.0,"",2014-10-29 00:00:00.000,2015-05-02 00:00:00.000
2004,2014-10-28 00:00:00.000,4,Perch,366.0,320.0,724.0,"",2014-10-29 00:00:00.000,2015-11-12 00:00:00.000
2021,2014-10-28 00:00:00.000,4,Perch,348.0,307.0,632.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2014,2014-10-28 00:00:00.000,4,Perch,389.0,336.0,782.0,"",2014-10-29 00:00:00.000,2016-02-06 00:00:00.000
2017,2014-10-28 00:00:00.000,4,Perch,396.0,345.0,934.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2009,2014-10-28 00:00:00.000,4,Perch,359.0,310.0,682.0,"",2014-10-29 00:00:00.000,2015-08-15 00:00:00.000
2006,2014-10-28 00:00:00.000,4,Perch,400.0,356.0,962.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2018,2014-10-28 00:00:00.000,4,Perch,366.0,323.0,741.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2025,2014-10-28 00:00:00.000,4,Perch,365.0,316.0,689.0,"",2014-10-29 00:00:00.000,2015-06-25 00:00:00.000
2007,2014-10-28 00:00:00.000,4,Perch,368.0,327.0,690.0,"",2014-10-29 00:00:00.000,2015-05-03 00:00:00.000
2020,2014-10-28 00:00:00.000,4,Perch,394.0,353.0,850.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2022,2014-10-28 00:00:00.000,4,Perch,356.0,310.0,625.0,"",2014-10-29 00:00:00.000,2015-05-02 00:00:00.000
2016,2014-10-28 00:00:00.000,4,Perch,349.0,310.0,623.0,"",2014-10-29 00:00:00.000,2016-01-25 00:00:00.000
2008,2014-10-28 00:00:00.000,4,Perch,387.0,337.0,841.0,"",2014-10-29 00:00:00.000,2015-05-03 00:00:00.000
2026,2014-10-29 00:00:00.000,4,Perch,363.0,320.0,611.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2029,2014-10-29 00:00:00.000,4,Perch,376.0,330.0,676.0,"",2014-10-29 00:00:00.000,2016-03-31 00:00:00.000
2027,2014-10-29 00:00:00.000,4,Perch,372.0,325.0,730.0,"",2014-10-29 00:00:00.000,2015-08-25 00:00:00.000
2028,2014-10-29 00:00:00.000,4,Perch,385.0,336.0,694.0,"",2014-10-29 00:00:00.000,2015-02-17 00:00:00.000
2030,2014-10-30 00:00:00.000,4,Perch,364.0,315.0,683.0,"",2014-10-30 00:00:00.000,2016-03-31 00:00:00.000
2518,2014-11-24 00:00:00.000,3,Catfish,1150.0,1060.0,11097.0,?,2014-11-26 00:00:00.000,2018-08-01 00:00:00.000
2032,2014-11-25 00:00:00.000,4,Perch,366.0,324.0,745.0,"",2014-11-26 00:00:00.000,2015-05-19 00:00:00.000
2031,2014-11-25 00:00:00.000,4,Perch,356.0,312.0,646.0,"",2014-11-26 00:00:00.000,2015-11-04 00:00:00.000
2033,2015-05-18 00:00:00.000,4,Perch,352.0,308.0,512.0,"",2015-05-18 00:00:00.000,2016-03-31 00:00:00.000
2034,2015-05-19 00:00:00.000,4,Perch,378.0,334.0,749.0,"",2015-05-23 00:00:00.000,2015-06-28 00:00:00.000
2035,2015-05-19 00:00:00.000,4,Perch,354.0,321.0,554.0,"",,
2036,2015-05-19 00:00:00.000,4,Perch,376.0,327.0,728.0,"",,
2040,2015-05-19 00:00:00.000,4,Perch,391.0,340.0,763.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2055,2015-05-19 00:00:00.000,4,Perch,,,,,2015-05-19 00:00:00.000,2016-01-22 00:00:00.000
2039,2015-05-19 00:00:00.000,4,Perch,360.0,315.0,653.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2042,2015-05-19 00:00:00.000,4,Perch,374.0,320.0,716.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2051,2015-05-19 00:00:00.000,4,Perch,359.0,314.0,591.0,"",2015-05-21 00:00:00.000,2016-03-31 00:00:00.000
2046,2015-05-19 00:00:00.000,4,Perch,351.0,301.0,578.0,"",2015-05-21 00:00:00.000,2016-03-31 00:00:00.000
2037,2015-05-19 00:00:00.000,4,Perch,370.0,328.0,750.0,"",2015-05-21 00:00:00.000,2016-03-31 00:00:00.000
2038,2015-05-19 00:00:00.000,4,Perch,377.0,335.0,863.0,"",2015-05-21 00:00:00.000,2016-03-31 00:00:00.000
2047,2015-05-19 00:00:00.000,4,Perch,350.0,304.0,570.0,"",2015-05-21 00:00:00.000,2016-03-31 00:00:00.000
2043,2015-05-19 00:00:00.000,4,Perch,360.0,313.0,641.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2049,2015-05-19 00:00:00.000,4,Perch,392.0,341.0,819.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2050,2015-05-19 00:00:00.000,4,Perch,391.0,363.0,609.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2045,2015-05-19 00:00:00.000,4,Perch,427.0,377.0,1035.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2041,2015-05-19 00:00:00.000,4,Perch,377.0,334.0,738.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2054,2015-05-19 00:00:00.000,4,Perch,,,,,2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2048,2015-05-19 00:00:00.000,4,Perch,345.0,301.0,511.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2044,2015-05-19 00:00:00.000,4,Perch,423.0,374.0,1096.0,"",2015-05-19 00:00:00.000,2016-03-31 00:00:00.000
2052,2015-09-18 00:00:00.000,4,Perch,412.0,359.0,936.0,"",2015-09-18 00:00:00.000,2016-03-31 00:00:00.000
2053,2015-09-18 00:00:00.000,4,Perch,421.0,371.0,916.0,"",2015-09-18 00:00:00.000,2016-03-31 00:00:00.000
