Depth,Temperature [Â°C],Oxygen [mg/l],timestamp
5.0,4.3,15.93,2014-03-05 10:15:00
5.5,4.2,15.71,2014-03-05 10:15:00
6.0,4.2,15.41,2014-03-05 10:15:00
6.5,4.1,14.35,2014-03-05 10:15:00
7.0,3.9,11.41,2014-03-05 10:15:00
7.5,3.7,9.81,2014-03-05 10:15:00
8.0,3.5,7.41,2014-03-05 10:15:00
8.5,3.5,1.6,2014-03-05 10:15:00
9.0,,,2014-03-05 10:15:00
9.5,,,2014-03-05 10:15:00
10.0,,,2014-03-05 10:15:00
0.0,10.9,13.08,2014-04-09 07:40:00
0.5,10.9,13.1,2014-04-09 07:40:00
1.0,10.9,13.18,2014-04-09 07:40:00
1.5,10.9,12.97,2014-04-09 07:40:00
2.0,10.4,12.25,2014-04-09 07:40:00
2.5,9.6,11.34,2014-04-09 07:40:00
3.0,9.4,10.84,2014-04-09 07:40:00
3.5,8.8,9.64,2014-04-09 07:40:00
4.0,8.0,6.72,2014-04-09 07:40:00
4.5,7.5,6.25,2014-04-09 07:40:00
5.0,7.2,5.49,2014-04-09 07:40:00
5.5,7.0,4.23,2014-04-09 07:40:00
6.0,6.8,3.6,2014-04-09 07:40:00
6.5,6.7,1.82,2014-04-09 07:40:00
7.0,6.6,1.31,2014-04-09 07:40:00
7.5,6.5,0.31,2014-04-09 07:40:00
8.0,6.5,0.22,2014-04-09 07:40:00
8.5,6.5,0.15,2014-04-09 07:40:00
9.0,,,2014-04-09 07:40:00
9.5,,,2014-04-09 07:40:00
10.0,,,2014-04-09 07:40:00
0.0,14.3,7.58,2014-05-05 08:25:00
0.5,14.3,7.52,2014-05-05 08:25:00
1.0,14.3,7.5,2014-05-05 08:25:00
1.5,14.3,7.55,2014-05-05 08:25:00
2.0,14.3,7.57,2014-05-05 08:25:00
2.5,14.3,7.58,2014-05-05 08:25:00
3.0,14.3,7.55,2014-05-05 08:25:00
3.5,14.0,4.28,2014-05-05 08:25:00
4.0,11.8,1.68,2014-05-05 08:25:00
4.5,10.2,0.2,2014-05-05 08:25:00
5.0,9.1,0.1,2014-05-05 08:25:00
5.5,8.4,,2014-05-05 08:25:00
6.0,,,2014-05-05 08:25:00
6.5,,,2014-05-05 08:25:00
7.0,,,2014-05-05 08:25:00
7.5,,,2014-05-05 08:25:00
8.0,,,2014-05-05 08:25:00
8.5,,,2014-05-05 08:25:00
9.0,,,2014-05-05 08:25:00
9.5,,,2014-05-05 08:25:00
10.0,,,2014-05-05 08:25:00
0.0,18.2,11.54,2014-06-04 07:30:00
0.5,18.2,11.47,2014-06-04 07:30:00
1.0,18.2,11.57,2014-06-04 07:30:00
1.5,18.2,11.52,2014-06-04 07:30:00
2.0,18.2,11.63,2014-06-04 07:30:00
2.5,17.8,10.42,2014-06-04 07:30:00
3.0,16.7,8.87,2014-06-04 07:30:00
3.5,15.9,7.21,2014-06-04 07:30:00
4.0,14.5,4.13,2014-06-04 07:30:00
4.5,13.2,2.86,2014-06-04 07:30:00
5.0,11.9,2.85,2014-06-04 07:30:00
5.5,10.2,2.81,2014-06-04 07:30:00
6.0,9.5,2.72,2014-06-04 07:30:00
6.5,8.3,2.76,2014-06-04 07:30:00
7.0,7.6,2.74,2014-06-04 07:30:00
7.5,7.3,2.71,2014-06-04 07:30:00
8.0,7.1,2.67,2014-06-04 07:30:00
8.5,7.0,2.67,2014-06-04 07:30:00
9.0,,,2014-06-04 07:30:00
9.5,,,2014-06-04 07:30:00
10.0,,,2014-06-04 07:30:00
0.0,19.0,8.92,2014-07-02 07:45:00
0.5,19.0,8.76,2014-07-02 07:45:00
1.0,19.0,8.75,2014-07-02 07:45:00
1.5,19.0,8.8,2014-07-02 07:45:00
2.0,19.0,8.73,2014-07-02 07:45:00
2.5,18.6,7.61,2014-07-02 07:45:00
3.0,18.1,6.44,2014-07-02 07:45:00
3.5,17.5,4.49,2014-07-02 07:45:00
4.0,16.6,2.41,2014-07-02 07:45:00
4.5,14.9,0.41,2014-07-02 07:45:00
5.0,12.8,0.2,2014-07-02 07:45:00
5.5,11.1,0.0,2014-07-02 07:45:00
6.0,,,2014-07-02 07:45:00
6.5,,,2014-07-02 07:45:00
7.0,,,2014-07-02 07:45:00
7.5,,,2014-07-02 07:45:00
8.0,,,2014-07-02 07:45:00
8.5,,,2014-07-02 07:45:00
9.0,,,2014-07-02 07:45:00
9.5,,,2014-07-02 07:45:00
10.0,,,2014-07-02 07:45:00
0.0,24.5,10.02,2014-08-05 08:15:00
0.5,24.5,9.92,2014-08-05 08:15:00
1.0,24.5,9.86,2014-08-05 08:15:00
1.5,24.5,9.88,2014-08-05 08:15:00
2.0,24.5,9.84,2014-08-05 08:15:00
2.5,23.8,8.39,2014-08-05 08:15:00
3.0,23.3,6.39,2014-08-05 08:15:00
3.5,22.0,2.78,2014-08-05 08:15:00
4.0,20.3,0.89,2014-08-05 08:15:00
4.5,18.0,1.0,2014-08-05 08:15:00
5.0,,,2014-08-05 08:15:00
5.5,,,2014-08-05 08:15:00
6.0,,,2014-08-05 08:15:00
6.5,,,2014-08-05 08:15:00
7.0,,,2014-08-05 08:15:00
7.5,,,2014-08-05 08:15:00
8.0,,,2014-08-05 08:15:00
8.5,,,2014-08-05 08:15:00
9.0,,,2014-08-05 08:15:00
9.5,,,2014-08-05 08:15:00
10.0,,,2014-08-05 08:15:00
0.0,20.2,10.32,2014-09-08 08:30:00
0.5,20.2,10.02,2014-09-08 08:30:00
1.0,20.2,10.25,2014-09-08 08:30:00
1.5,19.9,10.34,2014-09-08 08:30:00
2.0,19.5,9.75,2014-09-08 08:30:00
2.5,19.2,8.67,2014-09-08 08:30:00
3.0,18.8,7.55,2014-09-08 08:30:00
3.5,18.4,4.95,2014-09-08 08:30:00
4.0,18.0,3.55,2014-09-08 08:30:00
4.5,17.7,1.12,2014-09-08 08:30:00
5.0,17.3,0.2,2014-09-08 08:30:00
5.5,,,2014-09-08 08:30:00
6.0,,,2014-09-08 08:30:00
6.5,,,2014-09-08 08:30:00
7.0,,,2014-09-08 08:30:00
7.5,,,2014-09-08 08:30:00
8.0,,,2014-09-08 08:30:00
8.5,,,2014-09-08 08:30:00
9.0,,,2014-09-08 08:30:00
9.5,,,2014-09-08 08:30:00
10.0,,,2014-09-08 08:30:00
0.0,16.1,6.45,2014-09-29 08:00:00
0.5,16.1,6.34,2014-09-29 08:00:00
1.0,16.1,6.28,2014-09-29 08:00:00
1.5,16.1,6.34,2014-09-29 08:00:00
2.0,16.1,6.28,2014-09-29 08:00:00
2.5,16.1,6.33,2014-09-29 08:00:00
3.0,16.1,6.12,2014-09-29 08:00:00
3.5,16.1,5.78,2014-09-29 08:00:00
4.0,16.0,5.88,2014-09-29 08:00:00
4.5,16.0,5.7,2014-09-29 08:00:00
5.0,16.0,5.15,2014-09-29 08:00:00
5.5,15.8,3.31,2014-09-29 08:00:00
6.0,15.3,2.08,2014-09-29 08:00:00
6.5,13.7,,2014-09-29 08:00:00
7.0,,,2014-09-29 08:00:00
7.5,,,2014-09-29 08:00:00
8.0,,,2014-09-29 08:00:00
8.5,,,2014-09-29 08:00:00
9.0,,,2014-09-29 08:00:00
9.5,,,2014-09-29 08:00:00
10.0,,,2014-09-29 08:00:00
0.0,10.6,3.3,2014-11-10 11:00:00
0.5,10.6,3.25,2014-11-10 11:00:00
1.0,10.6,3.19,2014-11-10 11:00:00
1.5,10.6,3.16,2014-11-10 11:00:00
2.0,10.6,3.14,2014-11-10 11:00:00
2.5,10.6,3.09,2014-11-10 11:00:00
3.0,10.6,3.09,2014-11-10 11:00:00
3.5,10.6,2.97,2014-11-10 11:00:00
4.0,10.6,2.94,2014-11-10 11:00:00
4.5,10.6,2.93,2014-11-10 11:00:00
5.0,10.6,2.93,2014-11-10 11:00:00
5.5,10.6,2.89,2014-11-10 11:00:00
6.0,10.6,2.81,2014-11-10 11:00:00
6.5,10.6,2.83,2014-11-10 11:00:00
7.0,10.6,2.82,2014-11-10 11:00:00
7.5,10.6,2.8,2014-11-10 11:00:00
8.0,10.5,2.22,2014-11-10 11:00:00
8.5,,,2014-11-10 11:00:00
9.0,,,2014-11-10 11:00:00
9.5,,,2014-11-10 11:00:00
10.0,,,2014-11-10 11:00:00
0.0,4.5,8.73,2014-12-02 09:30:00
0.5,4.6,8.43,2014-12-02 09:30:00
1.0,4.6,8.62,2014-12-02 09:30:00
1.5,4.6,8.68,2014-12-02 09:30:00
2.0,4.6,8.66,2014-12-02 09:30:00
2.5,4.6,8.66,2014-12-02 09:30:00
3.0,4.6,8.59,2014-12-02 09:30:00
3.5,4.6,8.67,2014-12-02 09:30:00
4.0,4.6,8.6,2014-12-02 09:30:00
4.5,4.6,8.58,2014-12-02 09:30:00
5.0,4.6,8.54,2014-12-02 09:30:00
5.5,4.6,8.5,2014-12-02 09:30:00
6.0,4.6,8.62,2014-12-02 09:30:00
6.5,4.6,8.65,2014-12-02 09:30:00
7.0,4.6,8.64,2014-12-02 09:30:00
7.5,4.6,8.64,2014-12-02 09:30:00
8.0,4.6,8.61,2014-12-02 09:30:00
8.5,,,2014-12-02 09:30:00
9.0,,,2014-12-02 09:30:00
9.5,,,2014-12-02 09:30:00
10.0,,,2014-12-02 09:30:00
0.0,2.6,11.86,2015-01-07 10:20:00
0.5,2.6,11.85,2015-01-07 10:20:00
1.0,2.6,11.82,2015-01-07 10:20:00
1.5,2.6,11.82,2015-01-07 10:20:00
2.0,2.6,11.81,2015-01-07 10:20:00
2.5,2.7,11.79,2015-01-07 10:20:00
3.0,2.7,11.74,2015-01-07 10:20:00
3.5,2.8,11.72,2015-01-07 10:20:00
4.0,2.9,11.68,2015-01-07 10:20:00
4.5,2.9,11.65,2015-01-07 10:20:00
5.0,3.0,11.59,2015-01-07 10:20:00
5.5,3.0,11.4,2015-01-07 10:20:00
6.0,3.1,11.27,2015-01-07 10:20:00
6.5,3.1,11.18,2015-01-07 10:20:00
7.0,3.2,11.0,2015-01-07 10:20:00
7.5,3.2,10.98,2015-01-07 10:20:00
8.0,3.2,10.91,2015-01-07 10:20:00
8.5,,,2015-01-07 10:20:00
9.0,,,2015-01-07 10:20:00
9.5,,,2015-01-07 10:20:00
10.0,,,2015-01-07 10:20:00
0.0,2.8,12.18,2015-02-04 08:10:00
0.5,2.8,12.09,2015-02-04 08:10:00
1.0,2.8,12.05,2015-02-04 08:10:00
1.5,2.9,11.96,2015-02-04 08:10:00
2.0,3.0,11.89,2015-02-04 08:10:00
2.5,3.1,11.75,2015-02-04 08:10:00
3.0,3.2,11.68,2015-02-04 08:10:00
3.5,3.3,11.65,2015-02-04 08:10:00
4.0,3.4,11.64,2015-02-04 08:10:00
4.5,3.5,11.48,2015-02-04 08:10:00
5.0,3.6,11.2,2015-02-04 08:10:00
5.5,3.7,10.71,2015-02-04 08:10:00
6.0,3.8,9.96,2015-02-04 08:10:00
6.5,3.8,9.41,2015-02-04 08:10:00
7.0,3.8,9.23,2015-02-04 08:10:00
7.5,3.8,8.78,2015-02-04 08:10:00
8.0,3.9,1.0,2015-02-04 08:10:00
8.5,,,2015-02-04 08:10:00
9.0,,,2015-02-04 08:10:00
9.5,,,2015-02-04 08:10:00
10.0,,,2015-02-04 08:10:00
0.0,3.8,16.28,2015-03-04 07:50:00
0.5,3.8,16.31,2015-03-04 07:50:00
1.0,3.8,16.34,2015-03-04 07:50:00
1.5,3.8,16.34,2015-03-04 07:50:00
2.0,3.8,16.36,2015-03-04 07:50:00
2.5,3.8,16.38,2015-03-04 07:50:00
3.0,3.8,16.37,2015-03-04 07:50:00
3.5,3.7,16.36,2015-03-04 07:50:00
4.0,3.7,16.35,2015-03-04 07:50:00
4.5,3.7,16.33,2015-03-04 07:50:00
5.0,3.7,16.32,2015-03-04 07:50:00
5.5,3.7,16.32,2015-03-04 07:50:00
6.0,3.7,16.3,2015-03-04 07:50:00
6.5,3.7,16.29,2015-03-04 07:50:00
7.0,3.7,16.28,2015-03-04 07:50:00
7.5,3.7,16.27,2015-03-04 07:50:00
8.0,3.7,16.26,2015-03-04 07:50:00
8.5,,,2015-03-04 07:50:00
9.0,,,2015-03-04 07:50:00
9.5,,,2015-03-04 07:50:00
10.0,,,2015-03-04 07:50:00
0.0,10.1,12.56,2015-04-16 07:40:00
0.5,10.1,12.68,2015-04-16 07:40:00
1.0,10.1,12.7,2015-04-16 07:40:00
1.5,10.1,12.73,2015-04-16 07:40:00
2.0,10.1,12.72,2015-04-16 07:40:00
2.5,10.1,12.68,2015-04-16 07:40:00
3.0,9.9,12.71,2015-04-16 07:40:00
3.5,9.8,12.63,2015-04-16 07:40:00
4.0,8.6,12.09,2015-04-16 07:40:00
4.5,7.9,10.53,2015-04-16 07:40:00
5.0,7.5,10.46,2015-04-16 07:40:00
5.5,7.1,10.16,2015-04-16 07:40:00
6.0,6.9,9.2,2015-04-16 07:40:00
6.5,6.8,8.23,2015-04-16 07:40:00
7.0,6.7,8.02,2015-04-16 07:40:00
7.5,6.6,6.3,2015-04-16 07:40:00
8.0,6.5,4.3,2015-04-16 07:40:00
8.5,,,2015-04-16 07:40:00
9.0,,,2015-04-16 07:40:00
9.5,,,2015-04-16 07:40:00
10.0,,,2015-04-16 07:40:00
0.0,15.5,12.6,2015-05-06 07:25:00
0.5,15.5,12.76,2015-05-06 07:25:00
1.0,15.5,12.84,2015-05-06 07:25:00
1.5,15.5,12.89,2015-05-06 07:25:00
2.0,15.1,12.92,2015-05-06 07:25:00
2.5,14.2,12.65,2015-05-06 07:25:00
3.0,13.3,11.83,2015-05-06 07:25:00
3.5,11.9,8.03,2015-05-06 07:25:00
4.0,10.4,3.87,2015-05-06 07:25:00
4.5,9.3,2.03,2015-05-06 07:25:00
5.0,8.5,1.4,2015-05-06 07:25:00
5.5,7.8,0.5,2015-05-06 07:25:00
6.0,,,2015-05-06 07:25:00
6.5,,,2015-05-06 07:25:00
7.0,,,2015-05-06 07:25:00
7.5,,,2015-05-06 07:25:00
8.0,,,2015-05-06 07:25:00
8.5,,,2015-05-06 07:25:00
9.0,,,2015-05-06 07:25:00
9.5,,,2015-05-06 07:25:00
10.0,,,2015-05-06 07:25:00
0.0,19.4,11.71,2015-06-09 07:00:00
0.5,19.4,11.77,2015-06-09 07:00:00
1.0,19.4,11.81,2015-06-09 07:00:00
1.5,19.4,11.84,2015-06-09 07:00:00
2.0,19.4,11.85,2015-06-09 07:00:00
2.5,18.4,11.28,2015-06-09 07:00:00
3.0,17.4,9.34,2015-06-09 07:00:00
3.5,16.4,7.6,2015-06-09 07:00:00
4.0,15.4,3.83,2015-06-09 07:00:00
4.5,14.2,1.1,2015-06-09 07:00:00
5.0,11.5,0.1,2015-06-09 07:00:00
5.5,,,2015-06-09 07:00:00
6.0,,,2015-06-09 07:00:00
6.5,,,2015-06-09 07:00:00
7.0,,,2015-06-09 07:00:00
7.5,,,2015-06-09 07:00:00
8.0,,,2015-06-09 07:00:00
8.5,,,2015-06-09 07:00:00
9.0,,,2015-06-09 07:00:00
9.5,,,2015-06-09 07:00:00
10.0,,,2015-06-09 07:00:00
0.0,25.5,8.53,2015-07-06 08:45:00
0.5,25.5,8.52,2015-07-06 08:45:00
1.0,25.4,8.55,2015-07-06 08:45:00
1.5,25.4,8.58,2015-07-06 08:45:00
2.0,23.0,9.56,2015-07-06 08:45:00
2.5,21.2,9.75,2015-07-06 08:45:00
3.0,19.5,8.82,2015-07-06 08:45:00
3.5,17.8,5.03,2015-07-06 08:45:00
4.0,16.5,2.51,2015-07-06 08:45:00
4.5,14.9,0.61,2015-07-06 08:45:00
5.0,,,2015-07-06 08:45:00
5.5,,,2015-07-06 08:45:00
6.0,,,2015-07-06 08:45:00
6.5,,,2015-07-06 08:45:00
7.0,,,2015-07-06 08:45:00
7.5,,,2015-07-06 08:45:00
8.0,,,2015-07-06 08:45:00
8.5,,,2015-07-06 08:45:00
9.0,,,2015-07-06 08:45:00
9.5,,,2015-07-06 08:45:00
10.0,,,2015-07-06 08:45:00
0.0,19.9,7.82,2015-07-29 07:30:00
0.5,19.9,7.74,2015-07-29 07:30:00
1.0,19.9,7.72,2015-07-29 07:30:00
1.5,19.9,7.72,2015-07-29 07:30:00
2.0,19.9,7.7,2015-07-29 07:30:00
2.5,19.9,7.73,2015-07-29 07:30:00
3.0,19.9,7.71,2015-07-29 07:30:00
3.5,19.9,7.71,2015-07-29 07:30:00
4.0,19.8,6.78,2015-07-29 07:30:00
4.5,18.9,1.39,2015-07-29 07:30:00
5.0,17.1,0.2,2015-07-29 07:30:00
5.5,,,2015-07-29 07:30:00
6.0,,,2015-07-29 07:30:00
6.5,,,2015-07-29 07:30:00
7.0,,,2015-07-29 07:30:00
7.5,,,2015-07-29 07:30:00
8.0,,,2015-07-29 07:30:00
8.5,,,2015-07-29 07:30:00
9.0,,,2015-07-29 07:30:00
9.5,,,2015-07-29 07:30:00
10.0,,,2015-07-29 07:30:00
0.0,22.4,9.3,2015-08-31 11:00:00
0.5,21.9,9.45,2015-08-31 11:00:00
1.0,21.7,9.46,2015-08-31 11:00:00
1.5,21.4,9.47,2015-08-31 11:00:00
2.0,21.2,9.36,2015-08-31 11:00:00
2.5,21.0,8.86,2015-08-31 11:00:00
3.0,20.9,8.22,2015-08-31 11:00:00
3.5,20.6,6.5,2015-08-31 11:00:00
4.0,20.2,4.49,2015-08-31 11:00:00
4.5,19.6,2.07,2015-08-31 11:00:00
5.0,18.0,0.01,2015-08-31 11:00:00
5.5,,,2015-08-31 11:00:00
6.0,,,2015-08-31 11:00:00
6.5,,,2015-08-31 11:00:00
7.0,,,2015-08-31 11:00:00
7.5,,,2015-08-31 11:00:00
8.0,,,2015-08-31 11:00:00
8.5,,,2015-08-31 11:00:00
9.0,,,2015-08-31 11:00:00
9.5,,,2015-08-31 11:00:00
10.0,,,2015-08-31 11:00:00
0.0,10.3,7.84,2015-10-22 07:30:00
0.5,10.3,7.82,2015-10-22 07:30:00
1.0,10.3,7.79,2015-10-22 07:30:00
1.5,10.3,7.75,2015-10-22 07:30:00
2.0,10.3,7.74,2015-10-22 07:30:00
2.5,10.3,7.74,2015-10-22 07:30:00
3.0,10.3,7.73,2015-10-22 07:30:00
3.5,10.3,7.71,2015-10-22 07:30:00
4.0,10.3,7.69,2015-10-22 07:30:00
4.5,10.3,7.67,2015-10-22 07:30:00
5.0,10.3,7.68,2015-10-22 07:30:00
5.5,10.3,7.69,2015-10-22 07:30:00
6.0,10.3,7.68,2015-10-22 07:30:00
6.5,10.3,7.67,2015-10-22 07:30:00
7.0,10.3,7.67,2015-10-22 07:30:00
7.5,10.3,7.66,2015-10-22 07:30:00
8.0,10.3,1.9,2015-10-22 07:30:00
8.5,,,2015-10-22 07:30:00
9.0,,,2015-10-22 07:30:00
9.5,,,2015-10-22 07:30:00
10.0,,,2015-10-22 07:30:00
0.0,8.0,9.42,2015-11-23 08:25:00
0.5,8.0,9.13,2015-11-23 08:25:00
1.0,8.0,9.08,2015-11-23 08:25:00
1.5,8.0,9.05,2015-11-23 08:25:00
2.0,8.0,9.04,2015-11-23 08:25:00
2.5,8.0,9.02,2015-11-23 08:25:00
3.0,8.0,9.04,2015-11-23 08:25:00
3.5,8.0,9.01,2015-11-23 08:25:00
4.0,8.0,9.02,2015-11-23 08:25:00
4.5,8.0,9.03,2015-11-23 08:25:00
5.0,8.0,9.03,2015-11-23 08:25:00
5.5,8.0,9.02,2015-11-23 08:25:00
6.0,8.0,9.02,2015-11-23 08:25:00
6.5,8.0,9.01,2015-11-23 08:25:00
7.0,8.0,9.01,2015-11-23 08:25:00
7.5,8.0,9.0,2015-11-23 08:25:00
8.0,8.0,8.1,2015-11-23 08:25:00
8.5,,,2015-11-23 08:25:00
9.0,,,2015-11-23 08:25:00
9.5,,,2015-11-23 08:25:00
10.0,,,2015-11-23 08:25:00
0.0,5.6,10.52,2015-12-07 08:30:00
0.5,5.5,10.48,2015-12-07 08:30:00
1.0,5.5,10.45,2015-12-07 08:30:00
1.5,5.5,10.43,2015-12-07 08:30:00
2.0,5.5,10.43,2015-12-07 08:30:00
2.5,5.5,10.43,2015-12-07 08:30:00
3.0,5.5,10.39,2015-12-07 08:30:00
3.5,5.5,10.4,2015-12-07 08:30:00
4.0,5.5,10.4,2015-12-07 08:30:00
4.5,5.5,10.37,2015-12-07 08:30:00
5.0,5.5,10.36,2015-12-07 08:30:00
5.5,5.5,10.32,2015-12-07 08:30:00
6.0,5.5,10.3,2015-12-07 08:30:00
6.5,5.5,10.31,2015-12-07 08:30:00
7.0,5.5,10.3,2015-12-07 08:30:00
7.5,5.5,10.28,2015-12-07 08:30:00
8.0,5.5,,2015-12-07 08:30:00
8.5,,,2015-12-07 08:30:00
9.0,,,2015-12-07 08:30:00
9.5,,,2015-12-07 08:30:00
10.0,,,2015-12-07 08:30:00
0.0,4.7,10.83,2015-12-16 08:30:00
0.5,4.7,10.78,2015-12-16 08:30:00
1.0,4.7,10.76,2015-12-16 08:30:00
1.5,4.7,10.76,2015-12-16 08:30:00
2.0,4.7,10.75,2015-12-16 08:30:00
2.5,4.7,10.74,2015-12-16 08:30:00
3.0,4.7,10.75,2015-12-16 08:30:00
3.5,4.7,10.73,2015-12-16 08:30:00
4.0,4.7,10.71,2015-12-16 08:30:00
4.5,4.7,10.7,2015-12-16 08:30:00
5.0,4.7,10.72,2015-12-16 08:30:00
5.5,4.7,10.72,2015-12-16 08:30:00
6.0,4.7,10.71,2015-12-16 08:30:00
6.5,4.7,10.7,2015-12-16 08:30:00
7.0,4.7,10.56,2015-12-16 08:30:00
7.5,4.7,10.44,2015-12-16 08:30:00
8.0,4.7,10.05,2015-12-16 08:30:00
8.5,,,2015-12-16 08:30:00
9.0,,,2015-12-16 08:30:00
9.5,,,2015-12-16 08:30:00
10.0,,,2015-12-16 08:30:00
